name,year,director,rate,runtime,certificate,genre,gross
The Black Dahlia,2006,Brian De Palma,5.6,121 min,R,"Crime, Drama, Mystery",22.52
Judge Dredd,1995,Danny Cannon,5.6,96 min,R,"Action, Crime, Sci-Fi",34.69
Be Cool,2005,F. Gary Gray,5.6,118 min,PG-13,"Comedy, Crime, Music",56.05
The House,(I) (2017),Andrew Jay Cohen,5.6,88 min,R,"Comedy, Crime",25.48
Runner Runner,2013,Brad Furman,5.6,88 min,R,"Crime, Thriller",19.32
The Pink Panther 2,2009,Harald Zwart,5.6,92 min,PG,"Action, Adventure, Comedy",35.92
Double Impact,1991,Sheldon Lettich,5.6,110 min,R,"Action, Crime",30.1
The Perfect Score,2004,Brian Robbins,5.6,93 min,PG-13,"Comedy, Crime, Drama",10.39
Exit Wounds,2001,Andrzej Bartkowiak,5.6,101 min,R,"Action, Crime, Thriller",51.76
Survivor,2019,James McTeigue,5.6,96 min,PG-13,"Action, Crime, Thriller",34.333
Brick Mansions,2014,Camille Delamarre,5.6,90 min,PG-13,"Action, Crime, Thriller",20.29
The Hitcher,2007,Dave Meyers,5.6,84 min,R,"Crime, Thriller",16.47
Bad Santa 2,2016,Mark Waters,5.6,92 min,R,"Comedy, Crime, Drama",17.78
The Skulls,2000,Rob Cohen,5.6,106 min,PG-13,"Action, Crime, Drama",35.05
12 Rounds,2009,Renny Harlin,5.6,108 min,PG-13,"Action, Crime, Thriller",12.23
The Contract,2006,Bruce Beresford,5.6,96 min,R,"Action, Crime, Drama",25.347
Domestic Disturbance,2001,Harold Becker,5.6,89 min,PG-13,"Crime, Thriller",45.25
"67th Street, New York, NY",2011,Enzo Zelocchi,5.6,105 min,,"Crime, Thriller",34.016
Baywatch,2017,Seth Gordon,5.5,116 min,R,"Action, Comedy, Crime",58.06
Snakes on a Plane,2006,David R. Ellis,5.5,105 min,R,"Action, Adventure, Crime",34.02
Beverly Hills Cop III,1994,John Landis,5.5,104 min,R,"Action, Comedy, Crime",42.61
Saw 3D,2010,Kevin Greutert,5.5,90 min,R,"Crime, Horror, Mystery",45.71
Virtuosity,1995,Brett Leonard,5.5,106 min,R,"Action, Crime, Sci-Fi",24.05
Mortdecai,2015,David Koepp,5.5,107 min,R,"Action, Adventure, Comedy",7.61
Raw Deal,1986,John Irvin,5.5,106 min,R,"Action, Crime, Thriller",16.21
Whiteout,2009,Dominic Sena,5.5,101 min,R,"Action, Crime, Mystery",10.28
Metro,1997,Thomas Carter,5.5,117 min,R,"Action, Comedy, Crime",31.99
Stolen,2012,Simon West,5.5,96 min,R,"Action, Crime, Thriller",0.3
Cop Out,2010,Kevin Smith,5.5,107 min,R,"Action, Comedy, Crime",44.88
The Man,2005,Les Mayfield,5.5,83 min,PG-13,"Action, Comedy, Crime",8.33
Fighting,2009,Dito Montiel,5.5,105 min,PG-13,"Action, Crime, Drama",23.04
Showtime,2002,Tom Dey,5.5,95 min,PG-13,"Action, Comedy, Crime",38.08
Taxi 4,2007,Gérard Krawczyk,5.5,91 min,Not Rated,"Action, Comedy, Crime",29.162
Spiderhead,2022,Joseph Kosinski,5.4,106 min,R,"Action, Crime, Drama",58.293
Snake Eyes,2021,Robert Schwentke,5.4,121 min,PG-13,"Action, Adventure, Crime",39.676
The Hustle,2019,Chris Addison,5.4,93 min,PG-13,"Comedy, Crime",35.42
The Forever Purge,2021,Everardo Gout,5.4,103 min,R,"Action, Crime, Horror",44.54
The Happytime Murders,2018,Brian Henson,5.4,91 min,R,"Action, Comedy, Crime",20.71
The Counselor,2013,Ridley Scott,5.4,117 min,R,"Crime, Drama, Thriller",16.97
Blackhat,2015,Michael Mann,5.4,133 min,R,"Action, Crime, Thriller",7.1
Get Rich or Die Tryin',2005,Jim Sheridan,5.4,117 min,R,"Biography, Crime, Drama",30.98
The Whole Ten Yards,2004,Howard Deutch,5.4,98 min,PG-13,"Comedy, Crime, Thriller",16.32
Dhoom 3,2013,Vijay Krishna Acharya,5.4,172 min,Not Rated,"Action, Crime, Drama",8.03
Spring Breakers,2012,Harmony Korine,5.3,94 min,R,"Crime, Drama, Thriller",14.12
Daredevil,2003,Mark Steven Johnson,5.3,103 min,PG-13,"Action, Crime",102.54
Point Break,2015,Ericson Core,5.3,114 min,PG-13,"Action, Adventure, Crime",28.78
Eye See You,2002,Jim Gillespie,5.3,96 min,R,"Crime, Thriller",0.08
Max Payne,2008,John Moore,5.3,100 min,PG-13,"Action, Adventure, Crime",40.69
The Watcher,(I) (2000),Joe Charbanic,5.3,97 min,R,"Crime, Drama, Mystery",28.93
One for the Money,2012,Julie Anne Robinson,5.3,91 min,PG-13,"Action, Comedy, Crime",26.41
The Resident,2011,Antti J. Jokinen,5.3,91 min,R,"Crime, Drama, Horror",28.582
Trespass,2011,Joel Schumacher,5.3,91 min,R,"Crime, Drama, Thriller",0.02
Balls of Fury,2007,Robert Ben Garant,5.3,90 min,PG-13,"Comedy, Crime, Sport",32.84
Hollywood Homicide,2003,Ron Shelton,5.3,116 min,PG-13,"Action, Comedy, Crime",30.01
Bangkok Dangerous,2008,Danny Pang,5.3,99 min,R,"Action, Crime, Thriller",15.28
F9: The Fast Saga,2021,Justin Lin,5.2,143 min,PG-13,"Action, Crime, Thriller",173.2
Spiral,2021,Darren Lynn Bousman,5.2,93 min,R,"Crime, Drama, Horror",55.135
A Nightmare on Elm Street,2010,Samuel Bayer,5.2,95 min,R,"Crime, Drama, Horror",63.08
Big Momma's House,2000,Raja Gosnell,5.2,99 min,PG-13,"Action, Comedy, Crime",117.56
Paul Blart: Mall Cop,2009,Steve Carr,5.2,91 min,PG,"Action, Comedy, Crime",20.82
Bachchhan Paandey,2022,Farhad Samji,5.2,147 min,,"Action, Comedy, Crime",35.895
The Snowman,2017,Tomas Alfredson,5.1,119 min,R,"Crime, Drama, Thriller",6.67
Miss Congeniality 2: Armed & Fabulous,2005,John Pasquin,5.1,115 min,PG-13,"Action, Comedy, Crime",48.48
Cosmopolis,2012,David Cronenberg,5.1,109 min,R,"Crime, Drama, Fantasy",0.74
Agent Cody Banks,2003,Harald Zwart,5.1,102 min,PG,"Action, Adventure, Comedy",47.94
Hot Pursuit,2015,Anne Fletcher,5.1,87 min,PG-13,"Action, Comedy, Crime",34.51
Alex Cross,2012,Rob Cohen,5.1,101 min,PG-13,"Action, Crime, Mystery",25.89
Get Carter,2000,Stephen Kay,5.1,102 min,R,"Action, Crime, Drama",14.97
Knock Knock,2019,Eli Roth,4.9,99 min,R,"Crime, Drama, Horror",0.04
Charlie's Angels: Full Throttle,2003,McG,4.9,106 min,PG-13,"Action, Adventure, Comedy",100.83
Blues Brothers 2000,1998,John Landis,4.9,123 min,PG-13,"Action, Comedy, Crime",13.98
Police Academy 4: Citizens on Patrol,1987,Jim Drake,4.9,88 min,PG,"Comedy, Crime",28.06
Happy New Year,(I) (2014),Farah Khan,4.9,180 min,Not Rated,"Action, Comedy, Crime",38.11
Crocodile Dundee in Los Angeles,2001,Simon Wincer,4.8,95 min,PG,"Action, Adventure, Comedy",25.64
Big Momma's House 2,2006,John Whitesell,4.8,99 min,PG-13,"Comedy, Crime",70.17
Tekken,2010,Dwight H. Little,4.8,92 min,R,"Action, Crime, Drama",27.775
Texas Chainsaw Massacre,2022,David Blue Garcia,4.7,81 min,R,"Crime, Horror, Thriller",54.345
Elektra,2005,Rob Bowman,4.7,97 min,PG-13,"Action, Adventure, Crime",24.41
The Spirit,2008,Frank Miller,4.7,103 min,PG-13,"Action, Crime, Fantasy",19.78
Death Note,(I) (2017),Adam Wingard,4.6,101 min,TV-MA,"Crime, Drama, Fantasy",86.178
Police Academy 5: Assignment: Miami Beach,1988,Alan Myerson,4.6,90 min,PG,"Comedy, Crime",4.24
Home Alone 3,1997,Raja Gosnell,4.5,102 min,PG,"Action, Comedy, Crime",30.88
Striptease,1996,Andrew Bergman,4.5,115 min,R,"Comedy, Crime, Drama",33.11
Taxi,2016,Tim Story,4.5,97 min,PG-13,"Action, Comedy, Crime",36.61
Kangaroo Jack,2003,David McNally,4.5,89 min,PG,"Action, Adventure, Comedy",66.93
Little Man,(III) (2006),Keenen Ivory Wayans,4.4,98 min,PG-13,"Comedy, Crime",58.65
Paul Blart: Mall Cop 2,2015,Andy Fickman,4.4,94 min,PG,"Action, Comedy, Crime",71.04
xXx: State of the Union,2005,Lee Tamahori,4.4,101 min,PG-13,"Action, Adventure, Crime",26.87
"Big Mommas: Like Father, Like Son",2011,John Whitesell,4.4,107 min,PG-13,"Action, Comedy, Crime",37.92
Police Academy 6: City Under Siege,1989,Peter Bonerz,4.3,84 min,PG,"Comedy, Crime",11.57
Inspector Gadget,1999,David Kellogg,4.1,78 min,PG,"Action, Adventure, Comedy",97.4
RoboCop 3,1993,Fred Dekker,4.1,104 min,PG-13,"Action, Crime, Sci-Fi",10.7
Torque,2004,Joseph Kahn,4.1,84 min,PG-13,"Action, Comedy, Crime",21.22
Holmes & Watson,2018,Etan Cohen,3.9,90 min,PG-13,"Comedy, Crime, Mystery",30.57
Speed 2: Cruise Control,1997,Jan de Bont,3.9,121 min,PG-13,"Action, Adventure, Crime",48.61
Escape Plan 2: Hades,2018,Steven C. Miller,3.8,96 min,R,"Action, Crime, Mystery",32.716
Catwoman,2004,Pitof,3.4,104 min,PG-13,"Action, Crime, Fantasy",40.2
Police Academy: Mission to Moscow,1994,Alan Metter,3.4,83 min,PG,"Comedy, Crime",0.13
Gigli,2003,Martin Brest,2.6,121 min,R,"Comedy, Crime, Romance",6.07
Baby Geniuses,1999,Bob Clark,2.5,97 min,PG,"Comedy, Crime, Family",27.14
Heropanti 2,2022,Ahmed Khan,2.5,145 min,,"Action, Comedy, Crime",26.743
Radhe,2021,Prabhu Deva,1.9,135 min,TV-MA,"Action, Crime, Thriller",178.157
Race 3,2018,Remo D'Souza,1.9,160 min,Not Rated,"Action, Crime, Thriller",1.69
Code Name: K.O.Z.,2015,Celal Çimen,1.7,114 min,Not Rated,"Crime, Mystery",27.599
The Cost of Deception,2021,Keith English,1.5,125 min,,"Action, Crime, Drama",39.094
